grade_level,subject,grade_level_momentum,BOY,MOY,EOY,SOL
4,Math,Grade 4,1516,1581,1579,486
4,Math,Grade 4,1480,1607,1651,486
4,Math,Grade 4,1480,1553,1558,486
4,Math,Grade 4,1523,1563,1558,486
4,Math,Grade 4,1567,1569,1571,486
4,Math,Grade 4,1408,1544,1571,486
4,Math,Grade 4,1487,1563,1571,486
4,Math,Grade 4,1552,1599,1587,486
4,Math,Grade 4,1501,1599,1587,486
4,Math,Grade 4,1545,1511,1675,486
4,Math,Grade 4,1516,1590,1566,486
4,Math,Grade 4,1516,1572,1587,486
4,Math,Grade 4,1567,1553,1542,486
4,Math,Grade 4,1583,1599,1596,486
4,Math,Grade 4,1530,1561,1604,486
4,Math,Grade 4,1501,1563,1613,486
4,Math,Grade 4,1523,1553,1562,486
4,Math,Grade 4,1516,1563,1579,486
4,Math,Grade 4,1481,1616,1596,486
4,Math,Grade 4,1480,1581,1651,486
4,Math,Grade 4,1504,1590,1604,486
4,Math,Grade 4,1511,1536,1525,486
4,Math,Grade 4,1545,1561,1604,486
4,Math,Grade 4,1567,1599,1596,486
4,Math,Grade 4,1487,1607,1613,486
4,Math,Grade 4,1523,1607,1596,486
4,Math,Grade 4,1375,1475,1562,486
4,Math,Grade 4,1497,1553,1587,486
4,Math,Grade 4,1487,1607,1574,486
4,Math,Grade 4,1458,1607,1613,486
4,Math,Grade 4,1545,1607,1641,486
4,Math,Grade 4,1418,1465,1562,486
4,Math,Grade 4,1592,1644,1651,486
4,Math,Grade 4,1530,1635,1613,486
4,Math,Grade 4,1530,1536,1574,486
4,Math,Grade 4,1575,1666,1690,487
4,Math,Grade 4,1552,1635,1641,487
4,Math,Grade 4,1545,1527,1571,487
4,Math,Grade 4,1538,1581,1542,487
4,Math,Grade 4,1426,1569,1536,487
4,Math,Grade 4,1501,1635,1596,487
4,Math,Grade 4,1538,1644,1631,487
4,Math,Grade 4,1538,1590,1622,487
4,Math,Grade 4,1552,1616,1631,487
4,Math,Grade 4,1474,1607,1571,487
4,Math,Grade 4,1530,1572,1631,487
4,Math,Grade 4,1560,1599,1587,487
4,Math,Grade 4,1560,1553,1622,487
4,Math,Grade 4,1480,1536,1562,487
4,Math,Grade 4,1509,1563,1571,487
4,Math,Grade 4,1552,1553,1604,487
4,Math,Grade 4,1523,1572,1550,487
4,Math,Grade 4,1545,1625,1574,487
4,Math,Grade 4,1489,1572,1622,487
4,Math,Grade 4,1518,1581,1604,487
4,Math,Grade 4,1545,1544,1571,487
4,Math,Grade 4,1583,1572,1562,487
4,Math,Grade 4,1524,1635,1596,487
4,Math,Grade 4,1516,1590,1596,487
4,Math,Grade 4,1501,1536,1558,487
4,Math,Grade 4,1575,1625,1604,487
4,Math,Grade 4,1523,1572,1587,487
4,Math,Grade 4,1509,1544,1574,487
4,Math,Grade 4,1567,1635,1631,487
4,Math,Grade 4,1435,1552,1604,487
4,Math,Grade 4,1489,1519,1509,487
4,Math,Grade 4,1538,1544,1622,487
4,Math,Grade 4,1481,1572,1622,487
4,Math,Grade 4,1538,1625,1622,487
4,Math,Grade 4,1526,1572,1596,487
4,Math,Grade 4,1497,1590,1571,487
4,Math,Grade 4,1552,1581,1596,487
4,Math,Grade 4,1538,1599,1631,487
4,Math,Grade 4,1540,1553,1579,487
4,Math,Grade 4,1516,1590,1579,487
4,Math,Grade 4,1569,1581,1592,488
4,Math,Grade 4,1516,1616,1604,488
4,Math,Grade 4,1523,1599,1651,488
4,Math,Grade 4,1526,1544,1566,488
4,Math,Grade 4,1513,1536,1587,488
4,Math,Grade 4,1538,1563,1613,488
4,Math,Grade 4,1567,1625,1587,488
4,Math,Grade 4,1502,1494,1482,488
4,Math,Grade 4,1530,1572,1574,488
4,Math,Grade 4,1545,1625,1604,488
4,Math,Grade 4,1545,1563,1587,488
4,Math,Grade 4,1538,1563,1571,488
4,Math,Grade 4,1533,1599,1517,488
4,Math,Grade 4,1533,1579,1651,488
4,Math,Grade 4,1587,1655,1675,488
4,Math,Grade 4,1426,1485,1491,488
4,Math,Grade 4,1502,1625,1571,488
4,Math,Grade 4,1560,1536,1550,488
4,Math,Grade 4,1458,1563,1613,488
4,Math,Grade 4,1505,1563,1613,488
4,Math,Grade 4,1523,1599,1631,488
4,Math,Grade 4,1545,1599,1631,488
4,Math,Grade 4,1601,1691,1651,488
4,Math,Grade 4,1523,1599,1613,488
4,Math,Grade 4,1552,1590,1631,488
4,Math,Grade 4,1578,1607,1562,488
4,Math,Grade 4,1480,1599,1571,488
4,Math,Grade 4,1494,1527,1542,488
4,Math,Grade 4,1518,1616,1604,488
4,Math,Grade 4,1523,1581,1554,489
4,Math,Grade 4,1538,1572,1579,489
4,Math,Grade 4,1509,1572,1769,489
4,Math,Grade 4,1516,1607,1662,489
4,Math,Grade 4,1497,1563,1542,489
4,Math,Grade 4,1523,1607,1579,489
4,Math,Grade 4,1545,1616,1613,489
4,Math,Grade 4,1523,1572,1587,489
4,Math,Grade 4,1530,1544,1579,489
4,Math,Grade 4,1494,1544,1534,489
4,Math,Grade 4,1505,1544,1596,489
4,Math,Grade 4,1516,1625,1651,489
4,Math,Grade 4,1545,1569,1613,489
4,Math,Grade 4,1530,1607,1604,489
4,Math,Grade 4,1418,1607,1550,489
4,Math,Grade 4,1486,1588,1596,489
4,Math,Grade 4,1530,1572,1651,489
4,Math,Grade 4,1458,1569,1622,489
4,Math,Grade 4,1509,1625,1587,489
4,Math,Grade 4,1458,1527,1571,489
4,Math,Grade 4,1501,1544,1542,489
4,Math,Grade 4,1516,1533,1554,489
4,Math,Grade 4,1516,1590,1571,489
4,Math,Grade 4,1509,1616,1596,489
4,Math,Grade 4,1516,1590,1566,489
4,Math,Grade 4,1560,1581,1574,489
4,Math,Grade 4,1501,1561,1631,489
4,Math,Grade 4,1526,1572,1587,489
4,Math,Grade 4,1509,1581,1525,489
4,Math,Grade 4,1552,1635,1604,490
4,Math,Grade 4,1517,1563,1587,490
4,Math,Grade 4,1509,1581,1587,490
4,Math,Grade 4,1545,1572,1566,490
4,Math,Grade 4,1530,1666,1622,490
4,Math,Grade 4,1614,1644,1641,490
4,Math,Grade 4,1517,1590,1574,490
4,Math,Grade 4,1509,1590,1596,490
4,Math,Grade 4,1552,1655,1613,490
4,Math,Grade 4,1552,1635,1596,490
4,Math,Grade 4,1516,1502,1587,490
4,Math,Grade 4,1545,1599,1641,490
4,Math,Grade 4,1523,1553,1641,490
4,Math,Grade 4,1549,1652,1604,490
4,Math,Grade 4,1538,1569,1571,490
4,Math,Grade 4,1474,1544,1596,490
4,Math,Grade 4,1530,1635,1579,490
4,Math,Grade 4,1472,1590,1579,490
4,Math,Grade 4,1505,1563,1613,490
4,Math,Grade 4,1523,1599,1596,490
4,Math,Grade 4,1538,1635,1604,490
4,Math,Grade 4,1538,1581,1604,490
4,Math,Grade 4,1497,1590,1571,490
4,Math,Grade 4,1509,1625,1604,490
4,Math,Grade 4,1487,1581,1562,490
4,Math,Grade 4,1472,1536,1545,491
4,Math,Grade 4,1489,1563,1558,491
4,Math,Grade 4,1501,1552,1579,491
4,Math,Grade 4,1545,1616,1622,491
4,Math,Grade 4,1517,1561,1604,491
4,Math,Grade 4,1545,1607,1641,491
4,Math,Grade 4,1538,1563,1579,491
4,Math,Grade 4,1487,1590,1571,491
4,Math,Grade 4,1501,1581,1579,491
4,Math,Grade 4,1466,1544,1562,491
4,Math,Grade 4,1560,1691,1596,491
4,Math,Grade 4,1517,1581,1604,491
4,Math,Grade 4,1552,1544,1587,491
4,Math,Grade 4,1497,1544,1534,491
4,Math,Grade 4,1501,1544,1596,491
4,Math,Grade 4,1489,1581,1571,491
4,Math,Grade 4,1523,1544,1562,491
4,Math,Grade 4,1530,1581,1550,491
4,Math,Grade 4,1538,1590,1587,491
4,Math,Grade 4,1530,1599,1707,491
4,Math,Grade 4,1497,1635,1631,491
4,Math,Grade 4,1523,1599,1662,491
4,Math,Grade 4,1560,1616,1622,491
4,Math,Grade 4,1560,1666,1641,491
4,Math,Grade 4,1501,1544,1622,492
4,Math,Grade 4,1494,1553,1536,492
4,Math,Grade 4,1530,1553,1604,492
4,Math,Grade 4,1538,1572,1604,492
4,Math,Grade 4,1489,1572,1579,492
4,Math,Grade 4,1552,1590,1641,492
4,Math,Grade 4,1545,1644,1651,492
4,Math,Grade 4,1545,1581,1604,492
4,Math,Grade 4,1575,1607,1622,492
4,Math,Grade 4,1523,1569,1562,492
4,Math,Grade 4,1538,1599,1554,492
4,Math,Grade 4,1538,1572,1596,492
4,Math,Grade 4,1530,1616,1604,492
4,Math,Grade 4,1517,1552,1562,492
4,Math,Grade 4,1516,1563,1571,492
4,Math,Grade 4,1583,1691,1675,492
4,Math,Grade 4,1545,1607,1613,492
4,Math,Grade 4,1567,1644,1622,492
4,Math,Grade 4,1494,1527,1631,492
4,Math,Grade 4,1523,1553,1562,492
4,Math,Grade 4,1538,1706,1662,492
4,Math,Grade 4,1530,1625,1631,492
4,Math,Grade 4,1530,1590,1536,492
4,Math,Grade 4,1552,1581,1558,492
4,Math,Grade 4,1538,1590,1613,492
4,Math,Grade 4,1560,1607,1604,492
4,Math,Grade 4,1530,1544,1587,492
4,Math,Grade 4,1523,1523,1579,492
4,Math,Grade 4,1552,1635,1651,492
4,Math,Grade 4,1538,1616,1690,492
4,Math,Grade 4,1449,1494,1604,493
4,Math,Grade 4,1560,1572,1622,493
4,Math,Grade 4,1552,1635,1554,493
4,Math,Grade 4,1575,1616,1641,493
4,Math,Grade 4,1575,1635,1622,493
4,Math,Grade 4,1451,1408,1554,493
4,Math,Grade 4,1494,1581,1579,493
4,Math,Grade 4,1517,1599,1579,493
4,Math,Grade 4,1538,1581,1587,493
4,Math,Grade 4,1530,1581,1571,493
4,Math,Grade 4,1481,1553,1558,493
4,Math,Grade 4,1552,1644,1604,493
4,Math,Grade 4,1511,1563,1604,493
4,Math,Grade 4,1614,1590,1631,493
4,Math,Grade 4,1538,1581,1579,493
4,Math,Grade 4,1552,1625,1613,493
4,Math,Grade 4,1545,1625,1596,493
4,Math,Grade 4,1494,1607,1587,493
4,Math,Grade 4,1523,1544,1596,493
4,Math,Grade 4,1526,1569,1583,493
4,Math,Grade 4,1592,1616,1613,493
4,Math,Grade 4,1523,1599,1604,493
4,Math,Grade 4,1605,1655,1675,493
4,Math,Grade 4,1502,1572,1587,493
4,Math,Grade 4,1545,1607,1571,493
4,Math,Grade 4,1538,1536,1613,493
4,Math,Grade 4,1481,1563,1596,494
4,Math,Grade 4,1567,1616,1622,494
4,Math,Grade 4,1545,1616,1571,494
4,Math,Grade 4,1552,1607,1604,494
4,Math,Grade 4,1567,1655,1675,494
4,Math,Grade 4,1501,1625,1571,494
4,Math,Grade 4,1538,1635,1579,494
4,Math,Grade 4,1596,1616,1641,494
4,Math,Grade 4,1545,1635,1622,494
4,Math,Grade 4,1552,1572,1596,494
4,Math,Grade 4,1545,1625,1622,494
4,Math,Grade 4,1458,1572,1613,494
4,Math,Grade 4,1458,1572,1542,494
4,Math,Grade 4,1545,1536,1596,494
4,Math,Grade 4,1501,1572,1545,494
4,Math,Grade 4,1545,1581,1571,494
4,Math,Grade 4,1501,1572,1579,494
4,Math,Grade 4,1516,1607,1596,494
4,Math,Grade 4,1575,1666,1690,494
4,Math,Grade 4,1530,1599,1651,494
4,Math,Grade 4,1575,1599,1554,494
4,Math,Grade 4,1497,1552,1596,494
4,Math,Grade 4,1601,1625,1675,494
4,Math,Grade 4,1538,1590,1596,494
4,Math,Grade 4,1545,1590,1622,495
4,Math,Grade 4,1567,1635,1662,495
4,Math,Grade 4,1509,1544,1596,495
4,Math,Grade 4,1578,1691,1622,495
4,Math,Grade 4,1552,1616,1579,495
4,Math,Grade 4,1583,1635,1631,495
4,Math,Grade 4,1502,1599,1587,495
4,Math,Grade 4,1516,1553,1622,495
4,Math,Grade 4,1538,1544,1587,495
4,Math,Grade 4,1567,1581,1554,495
4,Math,Grade 4,1538,1590,1571,495
4,Math,Grade 4,1552,1544,1651,495
4,Math,Grade 4,1457,1544,1587,495
4,Math,Grade 4,1489,1581,1604,495
4,Math,Grade 4,1560,1625,1622,495
4,Math,Grade 4,1518,1563,1525,495
4,Math,Grade 4,1501,1544,1587,495
4,Math,Grade 4,1509,1569,1558,495
4,Math,Grade 4,1487,1599,1571,495
4,Math,Grade 4,1560,1625,1631,495
4,Math,Grade 4,1482,1581,1566,496
4,Math,Grade 4,1545,1599,1574,496
4,Math,Grade 4,1509,1572,1562,496
4,Math,Grade 4,1494,1590,1596,496
4,Math,Grade 4,1494,1590,1604,496
4,Math,Grade 4,1502,1544,1662,496
4,Math,Grade 4,1526,1616,1641,496
4,Math,Grade 4,1523,1599,1631,496
4,Math,Grade 4,1538,1581,1571,496
4,Math,Grade 4,1523,1599,1596,496
4,Math,Grade 4,1560,1625,1613,496
4,Math,Grade 4,1530,1581,1604,496
4,Math,Grade 4,1518,1536,1558,496
4,Math,Grade 4,1552,1599,1587,496
4,Math,Grade 4,1538,1569,1604,496
4,Math,Grade 4,1538,1581,1587,496
4,Math,Grade 4,1560,1581,1558,496
4,Math,Grade 4,1611,1625,1550,496
4,Math,Grade 4,1538,1625,1622,496
4,Math,Grade 4,1545,1644,1662,496
4,Math,Grade 4,1552,1655,1641,496
4,Math,Grade 4,1523,1553,1651,496
4,Math,Grade 4,1567,1666,1662,496
4,Math,Grade 4,1538,1616,1641,496
4,Math,Grade 4,1552,1607,1596,496
4,Math,Grade 4,1592,1616,1631,497
4,Math,Grade 4,1532,1599,1613,497
4,Math,Grade 4,1545,1553,1587,497
4,Math,Grade 4,1516,1572,1596,497
4,Math,Grade 4,1516,1563,1525,497
4,Math,Grade 4,1538,1625,1613,497
4,Math,Grade 4,1545,1581,1566,497
4,Math,Grade 4,1502,1599,1596,497
4,Math,Grade 4,1552,1644,1622,497
4,Math,Grade 4,1530,1590,1641,497
4,Math,Grade 4,1575,1590,1604,497
4,Math,Grade 4,1530,1536,1542,497
4,Math,Grade 4,1523,1607,1613,497
4,Math,Grade 4,1567,1644,1631,497
4,Math,Grade 4,1458,1527,1587,497
4,Math,Grade 4,1489,1561,1579,497
4,Math,Grade 4,1560,1625,1641,497
4,Math,Grade 4,1538,1607,1574,497
4,Math,Grade 4,1530,1616,1596,497
4,Math,Grade 4,1523,1581,1534,497
4,Math,Grade 4,1552,1625,1596,498
4,Math,Grade 4,1509,1616,1622,498
4,Math,Grade 4,1583,1655,1662,498
4,Math,Grade 4,1516,1572,1571,498
4,Math,Grade 4,1502,1599,1579,498
4,Math,Grade 4,1523,1590,1604,498
4,Math,Grade 4,1560,1625,1613,498
4,Math,Grade 4,1560,1599,1571,498
4,Math,Grade 4,1523,1590,1662,498
4,Math,Grade 4,1560,1644,1596,498
4,Math,Grade 4,1575,1544,1571,498
4,Math,Grade 4,1497,1553,1562,498
4,Math,Grade 4,1552,1655,1641,498
4,Math,Grade 4,1623,1691,1651,498
4,Math,Grade 4,1533,1644,1662,498
4,Math,Grade 4,1567,1655,1690,498
4,Math,Grade 4,1583,1616,1641,498
4,Math,Grade 4,1601,1607,1613,498
4,Math,Grade 4,1516,1666,1604,498
4,Math,Grade 4,1552,1581,1690,498
4,Math,Grade 4,1458,1625,1651,498
4,Math,Grade 4,1530,1590,1534,498
4,Math,Grade 4,1575,1635,1641,498
4,Math,Grade 4,1575,1655,1631,498
4,Math,Grade 4,1567,1644,1613,498
4,Math,Grade 4,1601,1607,1596,498
4,Math,Grade 4,1567,1616,1675,498
4,Math,Grade 4,1538,1616,1579,499
4,Math,Grade 4,1567,1666,1641,499
4,Math,Grade 4,1516,1536,1587,499
4,Math,Grade 4,1523,1533,1571,499
4,Math,Grade 4,1592,1590,1571,499
4,Math,Grade 4,1545,1563,1604,499
4,Math,Grade 4,1523,1572,1579,499
4,Math,Grade 4,1509,1563,1558,499
4,Math,Grade 4,1575,1644,1662,499
4,Math,Grade 4,1487,1527,1562,499
4,Math,Grade 4,1466,1544,1613,499
4,Math,Grade 4,1567,1581,1604,499
4,Math,Grade 4,1552,1561,1579,499
4,Math,Grade 4,1530,1625,1596,499
4,Math,Grade 4,1560,1607,1631,499
4,Math,Grade 4,1538,1607,1596,499
4,Math,Grade 4,1567,1581,1622,499
4,Math,Grade 4,1494,1581,1554,499
4,Math,Grade 4,1497,1572,1536,499
4,Math,Grade 4,1538,1607,1587,499
4,Math,Grade 4,1538,1607,1622,499
4,Math,Grade 4,1545,1666,1571,499
4,Math,Grade 4,1494,1607,1631,499
4,Math,Grade 4,1497,1536,1574,499
4,Math,Grade 4,1505,1625,1613,499
4,Math,Grade 4,1560,1655,1622,499
4,Math,Grade 4,1560,1666,1641,500
4,Math,Grade 4,1583,1644,1596,500
4,Math,Grade 4,1545,1599,1550,500
4,Math,Grade 4,1545,1655,1587,500
4,Math,Grade 4,1538,1599,1562,500
4,Math,Grade 4,1545,1607,1613,500
4,Math,Grade 4,1516,1625,1579,500
4,Math,Grade 4,1545,1607,1604,500
4,Math,Grade 4,1567,1644,1604,500
4,Math,Grade 4,1538,1563,1579,500
4,Math,Grade 4,1516,1607,1622,500
4,Math,Grade 4,1518,1677,1631,500
4,Math,Grade 4,1569,1625,1604,500
4,Math,Grade 4,1523,1616,1631,500
4,Math,Grade 4,1516,1616,1592,500
4,Math,Grade 4,1545,1655,1622,500
4,Math,Grade 4,1560,1655,1641,500
4,Math,Grade 4,1516,1599,1562,500
4,Math,Grade 4,1538,1625,1675,500
4,Math,Grade 4,1545,1544,1574,500
4,Math,Grade 4,1583,1563,1690,500
4,Math,Grade 4,1552,1581,1566,500
4,Math,Grade 4,1538,1625,1596,500
4,Math,Grade 4,1511,1644,1613,501
4,Math,Grade 4,1583,1666,1604,501
4,Math,Grade 4,1509,1581,1554,501
4,Math,Grade 4,1487,1599,1558,501
4,Math,Grade 4,1494,1590,1550,501
4,Math,Grade 4,1505,1625,1613,501
4,Math,Grade 4,1575,1625,1571,501
4,Math,Grade 4,1575,1625,1622,501
4,Math,Grade 4,1538,1581,1571,501
4,Math,Grade 4,1538,1544,1571,501
4,Math,Grade 4,1538,1599,1554,501
4,Math,Grade 4,1530,1581,1641,501
4,Math,Grade 4,1560,1544,1587,501
4,Math,Grade 4,1523,1563,1571,501
4,Math,Grade 4,1533,1635,1554,501
4,Math,Grade 4,1567,1706,1690,501
4,Math,Grade 4,1480,1561,1587,501
4,Math,Grade 4,1596,1607,1613,501
4,Math,Grade 4,1596,1553,1631,501
4,Math,Grade 4,1538,1607,1604,501
4,Math,Grade 4,1560,1599,1571,501
4,Math,Grade 4,1509,1581,1596,501
4,Math,Grade 4,1504,1572,1596,502
4,Math,Grade 4,1545,1625,1641,502
4,Math,Grade 4,1523,1635,1562,502
4,Math,Grade 4,1560,1616,1631,502
4,Math,Grade 4,1502,1552,1613,502
4,Math,Grade 4,1530,1572,1631,502
4,Math,Grade 4,1518,1625,1613,502
4,Math,Grade 4,1465,1544,1579,502
4,Math,Grade 4,1552,1625,1587,502
4,Math,Grade 4,1575,1655,1662,502
4,Math,Grade 4,1552,1644,1613,502
4,Math,Grade 4,1530,1590,1571,502
4,Math,Grade 4,1516,1590,1525,502
4,Math,Grade 4,1497,1599,1545,502
4,Math,Grade 4,1516,1635,1707,502
4,Math,Grade 4,1501,1691,1596,502
4,Math,Grade 4,1575,1581,1562,502
4,Math,Grade 4,1614,1607,1690,502
4,Math,Grade 4,1538,1644,1622,502
4,Math,Grade 4,1560,1607,1631,502
4,Math,Grade 4,1545,1691,1651,502
4,Math,Grade 4,1583,1607,1622,502
4,Math,Grade 4,1494,1644,1604,502
4,Math,Grade 4,1592,1625,1622,502
4,Math,Grade 4,1578,1607,1545,502
4,Math,Grade 4,1552,1563,1571,502
4,Math,Grade 4,1523,1536,1592,502
4,Math,Grade 4,1509,1563,1579,503
4,Math,Grade 4,1567,1616,1613,503
4,Math,Grade 4,1538,1581,1587,503
4,Math,Grade 4,1560,1616,1604,503
4,Math,Grade 4,1552,1581,1604,503
4,Math,Grade 4,1545,1581,1571,503
4,Math,Grade 4,1567,1572,1596,503
4,Math,Grade 4,1530,1607,1596,503
4,Math,Grade 4,1567,1590,1583,503
4,Math,Grade 4,1472,1563,1571,503
4,Math,Grade 4,1505,1581,1613,503
4,Math,Grade 4,1538,1590,1562,503
4,Math,Grade 4,1632,1691,1651,503
4,Math,Grade 4,1530,1553,1596,503
4,Math,Grade 4,1545,1607,1622,503
4,Math,Grade 4,1523,1616,1571,503
4,Math,Grade 4,1545,1625,1622,503
4,Math,Grade 4,1494,1563,1587,503
4,Math,Grade 4,1583,1655,1690,503
4,Math,Grade 4,1530,1553,1562,503
4,Math,Grade 4,1567,1616,1562,503
4,Math,Grade 4,1552,1644,1641,503
4,Math,Grade 4,1583,1625,1651,504
4,Math,Grade 4,1497,1590,1596,504
4,Math,Grade 4,1545,1635,1613,504
4,Math,Grade 4,1596,1644,1662,504
4,Math,Grade 4,1552,1625,1641,504
4,Math,Grade 4,1538,1590,1622,504
4,Math,Grade 4,1538,1607,1631,504
4,Math,Grade 4,1552,1581,1587,504
4,Math,Grade 4,1552,1581,1651,504
4,Math,Grade 4,1505,1553,1613,504
4,Math,Grade 4,1575,1655,1579,504
4,Math,Grade 4,1583,1616,1675,504
4,Math,Grade 4,1567,1563,1579,504
4,Math,Grade 4,1545,1590,1613,504
4,Math,Grade 4,1552,1552,1554,504
4,Math,Grade 4,1545,1655,1631,504
4,Math,Grade 4,1530,1644,1622,504
4,Math,Grade 4,1533,1590,1562,504
4,Math,Grade 4,1538,1572,1566,504
4,Math,Grade 4,1509,1607,1545,504
4,Math,Grade 4,1578,1536,1545,504
4,Math,Grade 4,1538,1635,1631,504
4,Math,Grade 4,1505,1581,1613,504
4,Math,Grade 4,1530,1599,1571,504
4,Math,Grade 4,1509,1635,1587,504
4,Math,Grade 4,1494,1590,1613,504
4,Math,Grade 4,1526,1569,1550,504
4,Math,Grade 4,1545,1552,1517,504
4,Math,Grade 4,1497,1644,1613,505
4,Math,Grade 4,1560,1607,1651,505
4,Math,Grade 4,1552,1581,1579,505
4,Math,Grade 4,1583,1616,1587,505
4,Math,Grade 4,1575,1599,1587,505
4,Math,Grade 4,1533,1607,1579,505
4,Math,Grade 4,1688,1748,1675,505
4,Math,Grade 4,1583,1635,1596,505
4,Math,Grade 4,1523,1590,1587,505
4,Math,Grade 4,1545,1625,1604,505
4,Math,Grade 4,1575,1590,1604,505
4,Math,Grade 4,1560,1635,1604,505
4,Math,Grade 4,1516,1644,1587,505
4,Math,Grade 4,1560,1581,1622,505
4,Math,Grade 4,1560,1616,1622,505
4,Math,Grade 4,1575,1590,1622,505
4,Math,Grade 4,1552,1607,1622,505
4,Math,Grade 4,1487,1519,1587,505
4,Math,Grade 4,1538,1677,1675,505
4,Math,Grade 4,1538,1616,1622,505
4,Math,Grade 4,1560,1616,1604,505
4,Math,Grade 4,1538,1655,1622,505
4,Math,Grade 4,1702,1831,1731,505
4,Math,Grade 4,1518,1599,1571,505
4,Math,Grade 4,1552,1607,1651,505
4,Math,Grade 4,1545,1625,1631,505
4,Math,Grade 4,1489,1607,1622,505
4,Math,Grade 4,1530,1635,1690,505
4,Math,Grade 4,1474,1572,1587,505
4,Math,Grade 4,1623,1748,1707,505
4,Math,Grade 4,1592,1644,1631,505
4,Math,Grade 4,1583,1616,1596,505
4,Math,Grade 4,1583,1616,1769,505
4,Math,Grade 4,1552,1599,1641,505
4,Math,Grade 4,1552,1607,1662,505
4,Math,Grade 4,1545,1599,1641,505
4,Math,Grade 4,1502,1616,1613,506
4,Math,Grade 4,1567,1644,1631,506
4,Math,Grade 4,1575,1644,1675,506
4,Math,Grade 4,1516,1572,1579,506
4,Math,Grade 4,1567,1599,1613,506
4,Math,Grade 4,1567,1572,1571,506
4,Math,Grade 4,1530,1625,1631,506
4,Math,Grade 4,1502,1644,1613,506
4,Math,Grade 4,1480,1644,1622,506
4,Math,Grade 4,1494,1581,1596,506
4,Math,Grade 4,1567,1644,1604,506
4,Math,Grade 4,1538,1644,1651,506
4,Math,Grade 4,1538,1599,1662,506
4,Math,Grade 4,1560,1625,1622,506
4,Math,Grade 4,1451,1485,1509,506
4,Math,Grade 4,1545,1581,1579,506
4,Math,Grade 4,1601,1625,1641,506
4,Math,Grade 4,1494,1561,1831,506
4,Math,Grade 4,1505,1599,1769,506
4,Math,Grade 4,1567,1607,1613,506
4,Math,Grade 4,1560,1635,1579,506
4,Math,Grade 4,1552,1563,1613,506
4,Math,Grade 4,1526,1625,1604,506
4,Math,Grade 4,1538,1644,1641,506
4,Math,Grade 4,1538,1599,1631,506
4,Math,Grade 4,1509,1644,1675,507
4,Math,Grade 4,1552,1616,1631,507
4,Math,Grade 4,1611,1677,1675,507
4,Math,Grade 4,1575,1655,1641,507
4,Math,Grade 4,1575,1607,1596,507
4,Math,Grade 4,1601,1655,1641,507
4,Math,Grade 4,1596,1616,1622,507
4,Math,Grade 4,1552,1706,1641,507
4,Math,Grade 4,1489,1590,1604,507
4,Math,Grade 4,1530,1599,1651,507
4,Math,Grade 4,1538,1581,1587,507
4,Math,Grade 4,1516,1607,1571,507
4,Math,Grade 4,1494,1563,1604,507
4,Math,Grade 4,1523,1625,1622,507
4,Math,Grade 4,1575,1666,1675,507
4,Math,Grade 4,1552,1572,1579,507
4,Math,Grade 4,1552,1666,1641,507
4,Math,Grade 4,1552,1561,1571,507
4,Math,Grade 4,1509,1616,1596,507
4,Math,Grade 4,1545,1625,1662,507
4,Math,Grade 4,1501,1590,1596,507
4,Math,Grade 4,1530,1572,1587,507
4,Math,Grade 4,1530,1599,1613,507
4,Math,Grade 4,1545,1625,1587,507
4,Math,Grade 4,1560,1677,1690,507
4,Math,Grade 4,1505,1625,1662,507
4,Math,Grade 4,1552,1616,1587,507
4,Math,Grade 4,1538,1635,1631,507
4,Math,Grade 4,1560,1572,1613,508
4,Math,Grade 4,1578,1666,1596,508
4,Math,Grade 4,1523,1616,1631,508
4,Math,Grade 4,1552,1644,1631,508
4,Math,Grade 4,1538,1644,1579,508
4,Math,Grade 4,1516,1581,1550,508
4,Math,Grade 4,1487,1552,1604,508
4,Math,Grade 4,1567,1590,1587,508
4,Math,Grade 4,1545,1625,1596,508
4,Math,Grade 4,1552,1590,1587,508
4,Math,Grade 4,1523,1581,1613,508
4,Math,Grade 4,1516,1625,1622,508
4,Math,Grade 4,1516,1635,1651,508
4,Math,Grade 4,1523,1561,1587,508
4,Math,Grade 4,1443,1475,1509,508
4,Math,Grade 4,1530,1607,1587,508
4,Math,Grade 4,1538,1590,1602,508
4,Math,Grade 4,1592,1616,1662,508
4,Math,Grade 4,1552,1635,1690,508
4,Math,Grade 4,1458,1544,1631,508
4,Math,Grade 4,1567,1677,1662,508
4,Math,Grade 4,1552,1616,1631,508
4,Math,Grade 4,1538,1590,1596,509
4,Math,Grade 4,1502,1536,1517,509
4,Math,Grade 4,1523,1625,1604,509
4,Math,Grade 4,1494,1590,1596,509
4,Math,Grade 4,1465,1596,1604,509
4,Math,Grade 4,1538,1644,1641,509
4,Math,Grade 4,1552,1691,1613,509
4,Math,Grade 4,1545,1635,1587,509
4,Math,Grade 4,1575,1607,1641,509
4,Math,Grade 4,1567,1599,1631,509
4,Math,Grade 4,1560,1616,1554,509
4,Math,Grade 4,1497,1544,1596,509
4,Math,Grade 4,1505,1644,1596,509
4,Math,Grade 4,1530,1599,1587,509
4,Math,Grade 4,1583,1706,1675,509
4,Math,Grade 4,1538,1581,1583,509
4,Math,Grade 4,1560,1607,1604,509
4,Math,Grade 4,1575,1644,1641,509
4,Math,Grade 4,1552,1655,1613,509
4,Math,Grade 4,1587,1635,1622,509
4,Math,Grade 4,1575,1644,1690,510
